,iso3_country,sector,subsector,start_time,end_time,gas,emissions_quantity,emissions_quantity_units,temporal_granularity,created_date,modified_date,Year
28,BRN,agriculture,manure-management-other,2020-01-01,2020-12-31,co2e_20yr,42932.4,tonnes,,2023-10-23 11:43:08.395355,,2020
29,BRN,agriculture,manure-management-other,2020-01-01,2020-12-31,n2o,33.60000000000001,tonnes,,2023-10-23 11:43:08.395355,,2020
30,BRN,agriculture,manure-management-other,2021-01-01,2021-12-31,ch4,405.5,tonnes,,2023-10-23 11:43:08.395355,2023-10-23 17:49:50.181859,2021
31,BRN,agriculture,manure-management-other,2021-01-01,2021-12-31,co2,0.0,tonnes,,2023-10-23 11:43:08.395355,,2021
32,BRN,agriculture,manure-management-other,2021-01-01,2021-12-31,co2e_100yr,20258.0,tonnes,,2023-10-23 11:43:08.395355,2023-10-23 17:49:50.181859,2021
33,BRN,agriculture,manure-management-other,2021-01-01,2021-12-31,co2e_20yr,42932.4,tonnes,,2023-10-23 11:43:08.395355,2023-10-23 17:49:50.181859,2021
34,BRN,agriculture,manure-management-other,2021-01-01,2021-12-31,n2o,33.60000000000001,tonnes,,2023-10-23 11:43:08.395355,2023-10-23 17:49:50.181859,2021
35,BRN,agriculture,manure-management-other,2022-01-01,2022-12-31,ch4,405.5,tonnes,,2023-10-23 11:43:08.395355,2023-10-23 17:49:43.252282,2022
36,BRN,agriculture,manure-management-other,2022-01-01,2022-12-31,co2,0.0,tonnes,,2023-10-23 11:43:08.395355,,2022
37,BRN,agriculture,manure-management-other,2022-01-01,2022-12-31,co2e_100yr,20258.0,tonnes,,2023-10-23 11:43:08.395355,2023-10-23 17:49:43.252282,2022
38,BRN,agriculture,manure-management-other,2022-01-01,2022-12-31,co2e_20yr,42932.4,tonnes,,2023-10-23 11:43:08.395355,2023-10-23 17:49:43.252282,2022
39,BRN,agriculture,manure-management-other,2022-01-01,2022-12-31,n2o,33.60000000000001,tonnes,,2023-10-23 11:43:08.395355,2023-10-23 17:49:43.252282,2022
0,BRN,agriculture,enteric-fermentation-other,2015-01-01,2015-12-31,ch4,220.2,tonnes,,2023-10-23 11:43:08.395355,,2015
1,BRN,agriculture,enteric-fermentation-other,2015-01-01,2015-12-31,co2,0.0,tonnes,,2023-10-23 11:43:08.395355,,2015
2,BRN,agriculture,enteric-fermentation-other,2015-01-01,2015-12-31,co2e_100yr,6165.599999999999,tonnes,,2023-10-23 11:43:08.395355,,2015
3,BRN,agriculture,enteric-fermentation-other,2015-01-01,2015-12-31,co2e_20yr,18496.8,tonnes,,2023-10-23 11:43:08.395355,,2015
4,BRN,agriculture,enteric-fermentation-other,2015-01-01,2015-12-31,n2o,0.0,tonnes,,2023-10-23 11:43:08.395355,,2015
5,BRN,agriculture,enteric-fermentation-other,2016-01-01,2016-12-31,ch4,217.2,tonnes,,2023-10-23 11:43:08.395355,,2016
6,BRN,agriculture,enteric-fermentation-other,2016-01-01,2016-12-31,co2,0.0,tonnes,,2023-10-23 11:43:08.395355,,2016
7,BRN,agriculture,enteric-fermentation-other,2016-01-01,2016-12-31,co2e_100yr,6081.6,tonnes,,2023-10-23 11:43:08.395355,,2016
8,BRN,agriculture,enteric-fermentation-other,2016-01-01,2016-12-31,co2e_20yr,18244.800000000003,tonnes,,2023-10-23 11:43:08.395355,,2016
9,BRN,agriculture,enteric-fermentation-other,2016-01-01,2016-12-31,n2o,0.0,tonnes,,2023-10-23 11:43:08.395355,,2016
10,BRN,agriculture,enteric-fermentation-other,2017-01-01,2017-12-31,ch4,207.4,tonnes,,2023-10-23 11:43:08.395355,,2017
11,BRN,agriculture,enteric-fermentation-other,2017-01-01,2017-12-31,co2,0.0,tonnes,,2023-10-23 11:43:08.395355,,2017
12,BRN,agriculture,enteric-fermentation-other,2017-01-01,2017-12-31,co2e_100yr,5807.199999999999,tonnes,,2023-10-23 11:43:08.395355,,2017
13,BRN,agriculture,enteric-fermentation-other,2017-01-01,2017-12-31,co2e_20yr,17421.6,tonnes,,2023-10-23 11:43:08.395355,,2017
14,BRN,agriculture,enteric-fermentation-other,2017-01-01,2017-12-31,n2o,0.0,tonnes,,2023-10-23 11:43:08.395355,,2017
15,BRN,agriculture,enteric-fermentation-other,2018-01-01,2018-12-31,ch4,181.0,tonnes,,2023-10-23 11:43:08.395355,,2018
16,BRN,agriculture,enteric-fermentation-other,2018-01-01,2018-12-31,co2,0.0,tonnes,,2023-10-23 11:43:08.395355,,2018
17,BRN,agriculture,enteric-fermentation-other,2018-01-01,2018-12-31,co2e_100yr,5067.999999999999,tonnes,,2023-10-23 11:43:08.395355,,2018
18,BRN,agriculture,enteric-fermentation-other,2018-01-01,2018-12-31,co2e_20yr,15203.999999999998,tonnes,,2023-10-23 11:43:08.395355,,2018
19,BRN,agriculture,enteric-fermentation-other,2018-01-01,2018-12-31,n2o,0.0,tonnes,,2023-10-23 11:43:08.395355,,2018
20,BRN,agriculture,enteric-fermentation-other,2019-01-01,2019-12-31,ch4,178.39999999999998,tonnes,,2023-10-23 11:43:08.395355,,2019
21,BRN,agriculture,enteric-fermentation-other,2019-01-01,2019-12-31,co2,0.0,tonnes,,2023-10-23 11:43:08.395355,,2019
22,BRN,agriculture,enteric-fermentation-other,2019-01-01,2019-12-31,co2e_100yr,4995.199999999999,tonnes,,2023-10-23 11:43:08.395355,,2019
23,BRN,agriculture,enteric-fermentation-other,2019-01-01,2019-12-31,co2e_20yr,14985.6,tonnes,,2023-10-23 11:43:08.395355,,2019
24,BRN,agriculture,enteric-fermentation-other,2019-01-01,2019-12-31,n2o,0.0,tonnes,,2023-10-23 11:43:08.395355,,2019
25,BRN,agriculture,enteric-fermentation-other,2020-01-01,2020-12-31,ch4,180.8,tonnes,,2023-10-23 11:43:08.395355,,2020
26,BRN,agriculture,enteric-fermentation-other,2020-01-01,2020-12-31,co2,0.0,tonnes,,2023-10-23 11:43:08.395355,,2020
27,BRN,agriculture,enteric-fermentation-other,2020-01-01,2020-12-31,co2e_100yr,5062.4,tonnes,,2023-10-23 11:43:08.395355,,2020
28,BRN,agriculture,enteric-fermentation-other,2020-01-01,2020-12-31,co2e_20yr,15187.2,tonnes,,2023-10-23 11:43:08.395355,,2020
29,BRN,agriculture,enteric-fermentation-other,2020-01-01,2020-12-31,n2o,0.0,tonnes,,2023-10-23 11:43:08.395355,,2020
30,BRN,agriculture,enteric-fermentation-other,2021-01-01,2021-12-31,ch4,180.8,tonnes,,2023-10-23 11:43:08.395355,2023-10-23 17:49:50.181859,2021
31,BRN,agriculture,enteric-fermentation-other,2021-01-01,2021-12-31,co2,0.0,tonnes,,2023-10-23 11:43:08.395355,,2021
32,BRN,agriculture,enteric-fermentation-other,2021-01-01,2021-12-31,co2e_100yr,5062.4,tonnes,,2023-10-23 11:43:08.395355,2023-10-23 17:49:50.181859,2021
33,BRN,agriculture,enteric-fermentation-other,2021-01-01,2021-12-31,co2e_20yr,15187.2,tonnes,,2023-10-23 11:43:08.395355,2023-10-23 17:49:50.181859,2021
34,BRN,agriculture,enteric-fermentation-other,2021-01-01,2021-12-31,n2o,0.0,tonnes,,2023-10-23 11:43:08.395355,,2021
35,BRN,agriculture,enteric-fermentation-other,2022-01-01,2022-12-31,ch4,180.8,tonnes,,2023-10-23 11:43:08.395355,2023-10-23 17:49:43.252282,2022
36,BRN,agriculture,enteric-fermentation-other,2022-01-01,2022-12-31,co2,0.0,tonnes,,2023-10-23 11:43:08.395355,,2022
37,BRN,agriculture,enteric-fermentation-other,2022-01-01,2022-12-31,co2e_100yr,5062.4,tonnes,,2023-10-23 11:43:08.395355,2023-10-23 17:49:43.252282,2022
38,BRN,agriculture,enteric-fermentation-other,2022-01-01,2022-12-31,co2e_20yr,15187.2,tonnes,,2023-10-23 11:43:08.395355,2023-10-23 17:49:43.252282,2022
39,BRN,agriculture,enteric-fermentation-other,2022-01-01,2022-12-31,n2o,0.0,tonnes,,2023-10-23 11:43:08.395355,,2022
0,BRN,agriculture,enteric-fermentation-cattle-feedlot,2015-01-01,2015-12-31,ch4,8.4,tonnes,annual,2023-10-03 21:10:33.885335,,2015
1,BRN,agriculture,enteric-fermentation-cattle-feedlot,2015-01-01,2015-12-31,co2,0.0,tonnes,annual,2023-10-03 21:10:33.885326,,2015
2,BRN,agriculture,enteric-fermentation-cattle-feedlot,2015-01-01,2015-12-31,co2e_100yr,228.5,tonnes,annual,2023-10-03 21:10:33.88535,,2015
3,BRN,agriculture,enteric-fermentation-cattle-feedlot,2015-01-01,2015-12-31,co2e_20yr,678.7,tonnes,annual,2023-10-03 21:10:33.885357,,2015
4,BRN,agriculture,enteric-fermentation-cattle-feedlot,2015-01-01,2015-12-31,n2o,0.0,tonnes,annual,2023-10-03 21:10:33.885341,,2015
5,BRN,agriculture,enteric-fermentation-cattle-feedlot,2016-01-01,2016-12-31,ch4,8.6,tonnes,annual,2023-10-03 21:10:34.014889,,2016
6,BRN,agriculture,enteric-fermentation-cattle-feedlot,2016-01-01,2016-12-31,co2,0.0,tonnes,annual,2023-10-03 21:10:34.014877,,2016
7,BRN,agriculture,enteric-fermentation-cattle-feedlot,2016-01-01,2016-12-31,co2e_100yr,233.9,tonnes,annual,2023-10-03 21:10:34.014905,,2016
8,BRN,agriculture,enteric-fermentation-cattle-feedlot,2016-01-01,2016-12-31,co2e_20yr,694.9,tonnes,annual,2023-10-03 21:10:34.014914,,2016
9,BRN,agriculture,enteric-fermentation-cattle-feedlot,2016-01-01,2016-12-31,n2o,0.0,tonnes,annual,2023-10-03 21:10:34.014897,,2016
10,BRN,agriculture,enteric-fermentation-cattle-feedlot,2017-01-01,2017-12-31,ch4,7.7,tonnes,annual,2023-10-03 21:10:34.144114,,2017
11,BRN,agriculture,enteric-fermentation-cattle-feedlot,2017-01-01,2017-12-31,co2,0.0,tonnes,annual,2023-10-03 21:10:34.144083,,2017
12,BRN,agriculture,enteric-fermentation-cattle-feedlot,2017-01-01,2017-12-31,co2e_100yr,209.4,tonnes,annual,2023-10-03 21:10:34.144129,,2017
13,BRN,agriculture,enteric-fermentation-cattle-feedlot,2017-01-01,2017-12-31,co2e_20yr,622.2,tonnes,annual,2023-10-03 21:10:34.144137,,2017
14,BRN,agriculture,enteric-fermentation-cattle-feedlot,2017-01-01,2017-12-31,n2o,0.0,tonnes,annual,2023-10-03 21:10:34.144121,,2017
15,BRN,agriculture,enteric-fermentation-cattle-feedlot,2018-01-01,2018-12-31,ch4,7.9,tonnes,annual,2023-10-03 21:10:34.263089,,2018
16,BRN,agriculture,enteric-fermentation-cattle-feedlot,2018-01-01,2018-12-31,co2,0.0,tonnes,annual,2023-10-03 21:10:34.26308,,2018
17,BRN,agriculture,enteric-fermentation-cattle-feedlot,2018-01-01,2018-12-31,co2e_100yr,214.9,tonnes,annual,2023-10-03 21:10:34.263105,,2018
18,BRN,agriculture,enteric-fermentation-cattle-feedlot,2018-01-01,2018-12-31,co2e_20yr,638.3,tonnes,annual,2023-10-03 21:10:34.263112,,2018
19,BRN,agriculture,enteric-fermentation-cattle-feedlot,2018-01-01,2018-12-31,n2o,0.0,tonnes,annual,2023-10-03 21:10:34.263096,,2018
20,BRN,agriculture,enteric-fermentation-cattle-feedlot,2019-01-01,2019-12-31,ch4,7.5,tonnes,annual,2023-10-03 21:10:34.385242,,2019
21,BRN,agriculture,enteric-fermentation-cattle-feedlot,2019-01-01,2019-12-31,co2,0.0,tonnes,annual,2023-10-03 21:10:34.385232,,2019
22,BRN,agriculture,enteric-fermentation-cattle-feedlot,2019-01-01,2019-12-31,co2e_100yr,204.0,tonnes,annual,2023-10-03 21:10:34.385257,,2019
23,BRN,agriculture,enteric-fermentation-cattle-feedlot,2019-01-01,2019-12-31,co2e_20yr,606.0,tonnes,annual,2023-10-03 21:10:34.385265,,2019
